cluster_id,cluster_label,article_id_1,article_id_2,cosine,context_1,context_2
130,français | semaine | france,698b362d42a8083a290c1211,699c5df4bf23573ae1689de7,1.0,Ce bulletin d'actualité du CERT-FR revient sur les vulnérabilités significatives de la semaine passée pour souligner leurs criticités. Il ne r […] ualité du CERT-FR revient sur les vulnérabilités significatives de la semaine passée pour souligner leurs criticités. Il ne remplace pas l'analyse de l'ensemble des avis et alertes publiés par le CERT-FR d […] t sur les vulnérabilités significatives de ,Ce bulletin d'actualité du CERT-FR revient sur les vulnérabilités significatives de la semaine passée pour souligner leurs criticités. Il ne r […] ualité du CERT-FR revient sur les vulnérabilités significatives de la semaine passée pour souligner leurs criticités. Il ne remplace pas l'analyse de l'ensemble des avis et alertes publiés par le CERT-FR d […] t sur les vulnérabilités significatives de 
50,france | crues | mardi,6992b7c67eb36c285af0a9ac,6992edce7eb36c285af0a9c4,1.0,"Météo-France a prolongé ses vigilances crues jusqu’à mardi, avec 14 autres départements du sud et de l’ouest de la France m […] Météo-France a prolongé ses vigilances crues jusqu’à mardi, avec 14 autres départements du sud et de l’ouest de la France maint […] é ses vigilances crues jusqu’à mardi, avec 14 autres départements du sud et de l’ouest de la France maintenus en vigilance orange. De nouvel","Météo-France a prolongé ses vigilances crues jusqu’à mardi, avec 14 autres départements du sud et de l’ouest de la France m […] Météo-France a prolongé ses vigilances crues jusqu’à mardi, avec 14 autres départements du sud et de l’ouest de la France maint […] é ses vigilances crues jusqu’à mardi, avec 14 autres départements du sud et de l’ouest de la France maintenus en vigilance orange. De nouvel"
108,annoncé | gaza | morts,6991e9617eb36c285af0a96d,699223fb7eb36c285af0a983,1.0,"La Défense civile de la bande de Gaza a annoncé que des frappes israéliennes avaient fait 12 morts dimanche à travers le territoire, où l'armée isr […] La Défense civile de la bande de Gaza a annoncé que des frappes israéliennes avaient fait 12 morts dimanche à travers le territoire, où l'armée israélienne a affir […] appes israéliennes avaient fait 12 morts dimanche à travers le territoire, où l'","La Défense civile de la bande de Gaza a annoncé que des frappes israéliennes avaient fait 12 morts dimanche à travers le territoire, où l'armée isr […] La Défense civile de la bande de Gaza a annoncé que des frappes israéliennes avaient fait 12 morts dimanche à travers le territoire, où l'armée israélienne a affir […] appes israéliennes avaient fait 12 morts dimanche à travers le territoire, où l'"
69,vulnérabilités | provoquer | permettent,698b361742a8083a290c11f7,698b362b42a8083a290c1210,1.0,"De multiples vulnérabilités ont été découvertes dans les produits IBM. Certaines d'entre elles permettent à un attaquant de provoquer une exécution […] De multiples vulnérabilités ont été découvertes dans les produits IBM. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire à distance, une élévation de privilège […] couvertes dans les produits IBM. Certa","De multiples vulnérabilités ont été découvertes dans les produits IBM. Certaines d'entre elles permettent à un attaquant de provoquer une exécution […] De multiples vulnérabilités ont été découvertes dans les produits IBM. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire à distance, une élévation de privilège […] couvertes dans les produits IBM. Certa"
68,vulnérabilités | multiples | découvertes,698f3c3d7eb36c285af0a84a,69986f82bf23573ae1689c38,1.0,"De multiples vulnérabilités ont été découvertes dans les produits IBM. Certaines d'entre elles permettent à un attaquant de provoquer une exécution […] De multiples vulnérabilités ont été découvertes dans les produits IBM. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire à distance, un déni de service à dista […] couvertes dans les produits IBM. Certa","De multiples vulnérabilités ont été découvertes dans les produits IBM. Certaines d'entre elles permettent à un attaquant de provoquer une exécution […] De multiples vulnérabilités ont été découvertes dans les produits IBM. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire à distance, un déni de service à dista […] couvertes dans les produits IBM. Certa"
58,vulnérabilités | provoquer | permettent,698b362942a8083a290c120c,69986f8abf23573ae1689c3d,1.0,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de SUSE. Certaines d'entre elles permettent à un attaquant de provoquer une élé […] e multiples vulnérabilités ont été découvertes dans le noyau Linux de SUSE. Certaines d'entre elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des donn […] tes dans le noyau Linux de SUSE. ","De multiples vulnérabilités ont été découvertes dans le noyau Linux de SUSE. Certaines d'entre elles permettent à un attaquant de provoquer une élé […] e multiples vulnérabilités ont été découvertes dans le noyau Linux de SUSE. Certaines d'entre elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des donn […] tes dans le noyau Linux de SUSE. "
74,analyse | récit | situation,699242747eb36c285af0a990,699c9d5dbf23573ae1689e22,1.0,"Chaque semaine, une sélection de parutions récentes, au-delà des titres phares.","Chaque semaine, une sélection de parutions récentes, au-delà des titres phares."
15,français | américain | jeux,6996cdbfbf23573ae1689b41,69970878bf23573ae1689b73,1.0,"Le ski-alpinisme fera sa première apparition aux Jeux d’hiver, jeudi, à Bormio, dans le nord de l’Italie. Les Français Em […] d’hiver, jeudi, à Bormio, dans le nord de l’Italie. Les Français Emily Harrop et Thibault Anselmet visent la médaille d’or dans cette nouvelle discipline. […] e apparition aux Jeux d’hiver, jeudi, à Bormio, dans le nord de l’Italie. Les Français Emily Harrop et Thibault Ans","Le ski-alpinisme fera sa première apparition aux Jeux d’hiver, jeudi, à Bormio, dans le nord de l’Italie. Les Français Em […] d’hiver, jeudi, à Bormio, dans le nord de l’Italie. Les Français Emily Harrop et Thibault Anselmet visent la médaille d’or dans cette nouvelle discipline. […] e apparition aux Jeux d’hiver, jeudi, à Bormio, dans le nord de l’Italie. Les Français Emily Harrop et Thibault Ans"
50,france | crues | mardi,6992edce7eb36c285af0a9c4,69930c477eb36c285af0a9d9,1.0,"Météo-France a prolongé ses vigilances crues jusqu’à mardi, avec 14 autres départements du sud et de l’ouest de la France m […] Météo-France a prolongé ses vigilances crues jusqu’à mardi, avec 14 autres départements du sud et de l’ouest de la France maint […] é ses vigilances crues jusqu’à mardi, avec 14 autres départements du sud et de l’ouest de la France maintenus en vigilance orange. De nouvel","Météo-France a prolongé ses vigilances crues jusqu’à mardi, avec 14 autres départements du sud et de l’ouest de la France m […] Météo-France a prolongé ses vigilances crues jusqu’à mardi, avec 14 autres départements du sud et de l’ouest de la France maint […] é ses vigilances crues jusqu’à mardi, avec 14 autres départements du sud et de l’ouest de la France maintenus en vigilance orange. De nouvel"
64,attaquant | provoquer | sécurité,698b361442a8083a290c11f5,698b363242a8083a290c1216,1.0,Une vulnérabilité a été découverte dans Microsoft Edge. Elle permet à un attaquant de provoquer un problème de sécurité non spécifié p […] Une vulnérabilité a été découverte dans Microsoft Edge. Elle permet à un attaquant de provoquer un problème de sécurité non spécifié par l'éditeur. […] découverte dans Microsoft Edge. Elle permet à un attaquant de provoquer un problème de sécurité non spécifié ,Une vulnérabilité a été découverte dans Microsoft Edge. Elle permet à un attaquant de provoquer un problème de sécurité non spécifié p […] Une vulnérabilité a été découverte dans Microsoft Edge. Elle permet à un attaquant de provoquer un problème de sécurité non spécifié par l'éditeur. […] découverte dans Microsoft Edge. Elle permet à un attaquant de provoquer un problème de sécurité non spécifié 
120,mardi | tenu | procureur,698b35e042a8083a290c11cc,698b43f442a8083a290c1257,1.0,"Le procureur a tenu une conférence de presse, mardi, pour diffuser un appel à témoins dans le cadre de l’information ju […] Le procureur a tenu une conférence de presse, mardi, pour diffuser un appel à témoins dans le cadre de l’information judiciaire en cours. L’homme, qui a, par ailleurs, reconnu […] n appel à témoins dans le cadre de l’information judiciaire en cours. L’homme, qui a, par ailleu","Le procureur a tenu une conférence de presse, mardi, pour diffuser un appel à témoins dans le cadre de l’information ju […] Le procureur a tenu une conférence de presse, mardi, pour diffuser un appel à témoins dans le cadre de l’information judiciaire en cours. L’homme, qui a, par ailleurs, reconnu […] n appel à témoins dans le cadre de l’information judiciaire en cours. L’homme, qui a, par ailleu"
0,président | mercredi | trump,698d4929a75d7e3055e2895b,698d735aa75d7e3055e28964,1.0,"Les bureaux de vote ont ouvert jeudi au Bangladesh pour des législatives qui doivent permettre de tourner la page du règne de fer […] Les bureaux de vote ont ouvert jeudi au Bangladesh pour des législatives qui doivent permettre de tourner la page du règne de fer de l'ancienne Première ministre Sheikh Hassina, dont le parti a […] tourner la page du règne de fer de l'ancienne Première ministre Shei","Les bureaux de vote ont ouvert jeudi au Bangladesh pour des législatives qui doivent permettre de tourner la page du règne de fer […] Les bureaux de vote ont ouvert jeudi au Bangladesh pour des législatives qui doivent permettre de tourner la page du règne de fer de l'ancienne Première ministre Sheikh Hassina, dont le parti a […] tourner la page du règne de fer de l'ancienne Première ministre Shei"
130,français | semaine | france,698b361942a8083a290c11fb,698b362d42a8083a290c1211,1.0,Ce bulletin d'actualité du CERT-FR revient sur les vulnérabilités significatives de la semaine passée pour souligner leurs criticités. Il ne r […] ualité du CERT-FR revient sur les vulnérabilités significatives de la semaine passée pour souligner leurs criticités. Il ne remplace pas l'analyse de l'ensemble des avis et alertes publiés par le CERT-FR d […] t sur les vulnérabilités significatives de ,Ce bulletin d'actualité du CERT-FR revient sur les vulnérabilités significatives de la semaine passée pour souligner leurs criticités. Il ne r […] ualité du CERT-FR revient sur les vulnérabilités significatives de la semaine passée pour souligner leurs criticités. Il ne remplace pas l'analyse de l'ensemble des avis et alertes publiés par le CERT-FR d […] t sur les vulnérabilités significatives de 
4,malinin | soirée | prodige,699037417eb36c285af0a8ba,69903bf27eb36c285af0a8c0,1.0,"Le Kazakh a remporté l’or au terme d’une soirée marquée par de nombreuses chutes. Ilia Malinin, le prodige américain de […] Le Kazakh a remporté l’or au terme d’une soirée marquée par de nombreuses chutes. Ilia Malinin, le prodige américain de 21ans, finit huitième après un pass […] Le Kazakh a remporté l’or au terme d’une soirée marquée par de nombreuses chutes. Ilia Malinin, le prodige américain","Le Kazakh a remporté l’or au terme d’une soirée marquée par de nombreuses chutes. Ilia Malinin, le prodige américain de […] Le Kazakh a remporté l’or au terme d’une soirée marquée par de nombreuses chutes. Ilia Malinin, le prodige américain de 21ans, finit huitième après un pass […] Le Kazakh a remporté l’or au terme d’une soirée marquée par de nombreuses chutes. Ilia Malinin, le prodige américain"
76,américain | évoqué | unis,699b4dcebf23573ae1689d82,699c2101bf23573ae1689dbd,1.0,"Le président iranien a évoqué dimanche ""des signes encourageants"" pour un éventuel accord avec les États-Unis, tout en affirmant […] Le président iranien a évoqué dimanche ""des signes encourageants"" pour un éventuel accord avec les États-Unis, tout en affirmant se préparer à ""tout scénario"", alors que Washington menace T […] manche ""des signes encourageants"" pour un éventuel accord avec les États-","Le président iranien a évoqué dimanche ""des signes encourageants"" pour un éventuel accord avec les États-Unis, tout en affirmant […] Le président iranien a évoqué dimanche ""des signes encourageants"" pour un éventuel accord avec les États-Unis, tout en affirmant se préparer à ""tout scénario"", alors que Washington menace T […] manche ""des signes encourageants"" pour un éventuel accord avec les États-"
12,annoncé | mardi | défense,69996132bf23573ae1689cab,69999e25bf23573ae1689cd7,1.0,"Soixante-dix-sept drones ukrainiens ont été interceptés dans la nuit en Russie et en Crimée, annonce le ministère de la défense russe, qui ne signale jamai […] Soixante-dix-sept drones ukrainiens ont été interceptés dans la nuit en Russie et en Crimée, annonce le ministère de la défense russe, qui ne signale jamais d’impact ni de défaillance de la défense aé […] é interceptés dans la nuit en Russi","Soixante-dix-sept drones ukrainiens ont été interceptés dans la nuit en Russie et en Crimée, annonce le ministère de la défense russe, qui ne signale jamai […] Soixante-dix-sept drones ukrainiens ont été interceptés dans la nuit en Russie et en Crimée, annonce le ministère de la défense russe, qui ne signale jamais d’impact ni de défaillance de la défense aé […] é interceptés dans la nuit en Russi"
130,français | semaine | france,698b361942a8083a290c11fb,699c5df4bf23573ae1689de7,1.0,Ce bulletin d'actualité du CERT-FR revient sur les vulnérabilités significatives de la semaine passée pour souligner leurs criticités. Il ne r […] ualité du CERT-FR revient sur les vulnérabilités significatives de la semaine passée pour souligner leurs criticités. Il ne remplace pas l'analyse de l'ensemble des avis et alertes publiés par le CERT-FR d […] t sur les vulnérabilités significatives de ,Ce bulletin d'actualité du CERT-FR revient sur les vulnérabilités significatives de la semaine passée pour souligner leurs criticités. Il ne r […] ualité du CERT-FR revient sur les vulnérabilités significatives de la semaine passée pour souligner leurs criticités. Il ne remplace pas l'analyse de l'ensemble des avis et alertes publiés par le CERT-FR d […] t sur les vulnérabilités significatives de 
0,président | mercredi | trump,69918dd77eb36c285af0a93a,6991b8097eb36c285af0a959,0.9978,"La neuvième journée des Jeux olympiques de Milan-Cortina 2026, dimanche, pourrait voir la délégation bleue remporter de nouvelles médailles, notamment en biathlon, ski de fond et snowboa […] ième journée des Jeux olympiques de Milan-Cortina 2026, dimanche, pourrait voir la délégation bleue remporter de nouvelles médailles, notamment en biathlon, ski de fond et snowboard cross. […] rrait voir la dé","La neuvième journée des Jeux olympiques de Milan-Cortina 2026, dimanche, pourrait voir la délégation bleue remporter de nouvelles médailles, notamment en biathlon, ski de fond et snowboa […] ième journée des Jeux olympiques de Milan-Cortina 2026, dimanche, pourrait voir la délégation bleue remporter de nouvelles médailles, notamment en biathlon, ski de fond et snowboardcross. […] rrait voir la dél"
126,mercredi | 2025 | plusieurs,698c44b6a75d7e3055e288b3,698c81aaa75d7e3055e288e2,0.9968,"Les Jeux olympiques de Milan-Cortina se poursuivent, mercredi. La délégation française comptera notamment sur ses biathlètes, Julia Simon et Lou Jeanmo […] Les Jeux olympiques de Milan-Cortina se poursuivent, mercredi. La délégation française comptera notamment sur ses biathlètes, Julia Simon et Lou Jeanmonnot, ainsi que ses patineurs, Guillaume Ciz […] lympiques de Milan-Cortina se poursuivent, m","Les Jeux olympiques de Milan-Cortina se poursuivent, mercredi. La délégation française comptera notamment sur ses biathlètes, dont Julia Simon et Lou J […] Les Jeux olympiques de Milan-Cortina se poursuivent, mercredi. La délégation française comptera notamment sur ses biathlètes, dont Julia Simon et Lou Jeanmonnot, ainsi que ses patineurs, Guillaum […] lympiques de Milan-Cortina se poursuivent, m"
54,nucléaire | déclaré | radioprotection,698b383a42a8083a290c121d,698b384842a8083a290c1227,0.9965,"Le 30 décembre 2025, l’exploitant de la centrale nucléaire de Chooz B a déclaré à l’Autorité de sûreté nucléaire et de radioprotection ASNR un évènement significatif pour la sûret […] re et de radioprotection ASNR un évènement significatif pour la sûreté relatif au non-respect d’une prescription des règles générales d’exploitation du réacteur 1, concernant le refroidissement du réacteur.","Le 3 décembre 2025, l’exploitant de la centrale nucléaire de Chooz B a déclaré à l’Autorité de sûreté nucléaire et de radioprotection ASNR un évènement significatif pour la sûret […] re et de radioprotection ASNR un évènement significatif pour la sûreté relatif au non-respect d’une prescription des règles générales d’exploitation du réacteur 1, concernant le refroidissement du réacteur."
67,multiples | permettent | attaquant,698f3c3f7eb36c285af0a84c,698f3c327eb36c285af0a846,0.9909,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian. Elles permettent à un attaquant de provoquer une élévation de privil […] De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des donn […] ont été découvertes dans le noyau Linux de Debia","De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de pr […] De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des donn […] été découvertes dans le noyau Linux de Debia"
106,ans | viols | grenoble,698c7f52a75d7e3055e288df,698dbcf1c87e717556cdcc09,0.99,"Le parquet de Grenoble a lancé mardi un appel à témoins concernant Jacques Leveugle, 79 ans, accusé de viols et agressions sexuell […] Le parquet de Grenoble a lancé mardi un appel à témoins concernant Jacques Leveugle, 79 ans, accusé de viols et agressions sexuelles aggravés sur 89 mineurs dans plus […] Le parquet de Grenoble a lancé mardi un appel à témoins concernant Jacques Leveugle, 79 ans, a","Le parquet de Grenoble a lancé mardi un appel à témoins international concernant Jacques Leveugle, 79 ans, accusé de viols et agre […] Le parquet de Grenoble a lancé mardi un appel à témoins international concernant Jacques Leveugle, 79 ans, accusé de viols et agressions sexuelles aggravés sur 89 mineurs dans plus […] uet de Grenoble a lancé mardi un appel à témoins international concernant Jacque"
101,muni | fusil | enceinte,699b239cbf23573ae1689d6c,699b365dbf23573ae1689d73,0.9889,Un homme muni d'un fusil et d'un bidon d'essence a été abattu par les forces de l'ordre dans l'enceinte de la rés […] Un homme muni d'un fusil et d'un bidon d'essence a été abattu par les forces de l'ordre dans l'enceinte de la résidence Mar-a-Lago […] Un homme muni d'un fusil et d'un bidon d'essence a été abattu par les forces de l'ordre dans l'enceinte de la résidence Mar-a-Lago de Donald […] Un,Un homme muni d'un fusil et d'un bidon d'essence a été abattu par les forces de l'ordre dans l'enceinte de la rés […] Un homme muni d'un fusil et d'un bidon d'essence a été abattu par les forces de l'ordre dans l'enceinte de la résidence Mar-a-Lago […] Un homme muni d'un fusil et d'un bidon d'essence a été abattu par les forces de l'ordre dans l'enceinte de la résidence Mar-a-Lago de Donald […] Un
138,samedi | hommage | personnes,699ad623bf23573ae1689d3d,699adf84bf23573ae1689d47,0.9885,"Des étudiants iraniens se sont rassemblés samedi à Téhéran pour rendre hommage aux personnes tuées en janvier dans la répression des manifest […] Des étudiants iraniens se sont rassemblés samedi à Téhéran pour rendre hommage aux personnes tuées en janvier dans la répression des manifestations, scandant des slogans hostiles au gouvernement. Le […] ssemblés samedi à Téhéran pour rendre hommage aux p","Des étudiants iraniens se sont rassemblés samedi à Téhéran pour rendre hommage aux personnes tuées en janvier dans la répression des manifest […] Des étudiants iraniens se sont rassemblés samedi à Téhéran pour rendre hommage aux personnes tuées en janvier dans la répression des manifestations, scandant des slogans hostiles au gouvernement. Nc […] ssemblés samedi à Téhéran pour rendre hommage aux p"
9,justice | détenus | sénégalais,69978024bf23573ae1689bc6,69985361bf23573ae1689c24,0.9866,La justice marocaine a condamné jeudi à des peines allant de trois mois à un an de prison les 18 supporters sénégalais détenus au M […] La justice marocaine a condamné jeudi à des peines allant de trois mois à un an de prison les 18 supporters sénégalais détenus au Maroc depuis la finale de l […] e a condamné jeudi à des peines allant de trois mois à un an de prison les 18 supporters sénégalais dé,La justice marocaine a condamné jeudi à des peines allant de trois mois à un an de prison les 18 supporters sénégalais détenus au M […] La justice marocaine a condamné jeudi à des peines allant de trois mois à un an de prison les 18 supporters sénégalais détenus au Maroc depuis la finale de l […] e a condamné jeudi à des peines allant de trois mois à un an de prison les 18 supporters sénégalais dé
9,justice | détenus | sénégalais,69978024bf23573ae1689bc6,69986ad2bf23573ae1689c33,0.9838,La justice marocaine a condamné jeudi à des peines allant de trois mois à un an de prison les 18 supporters sénégalais détenus au M […] La justice marocaine a condamné jeudi à des peines allant de trois mois à un an de prison les 18 supporters sénégalais détenus au Maroc depuis la finale de l […] e a condamné jeudi à des peines allant de trois mois à un an de prison les 18 supporters sénégalais dé,La justice marocaine a condamné à des peines allant de trois mois à un an de prison les 18 supporters sénégalais détenus au Maroc d […] La justice marocaine a condamné à des peines allant de trois mois à un an de prison les 18 supporters sénégalais détenus au Maroc depuis la finale de l […] rocaine a condamné à des peines allant de trois mois à un an de prison les 18 supporters sénégalais détenus 
54,nucléaire | déclaré | radioprotection,698b383a42a8083a290c121e,698b383a42a8083a290c121d,0.9831,"Le 21 décembre 2025, l’exploitant de la centrale nucléaire de Chooz B a déclaré à l’Autorité de sûreté nucléaire et de radioprotection ASNR un évènement significatif pour la sûret […] re et de radioprotection ASNR un évènement significatif pour la sûreté relatif au non-respect d’une prescription des règles générales d’exploitation du réacteur 1, en raison de la génération d’une indisponibilité","Le 30 décembre 2025, l’exploitant de la centrale nucléaire de Chooz B a déclaré à l’Autorité de sûreté nucléaire et de radioprotection ASNR un évènement significatif pour la sûret […] re et de radioprotection ASNR un évènement significatif pour la sûreté relatif au non-respect d’une prescription des règles générales d’exploitation du réacteur 1, concernant le refroidissement du réacteur."
